"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"1610";"«Пенягинская ул.», улица Генерала Белобородова (от центра)";"37.3528314654576";"55.8372526968826";"улица Генерала Белобородова";"Северо-Западный административный округ";"район Митино";"А240; А267; А930; АС11";"Пенягинская ул.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717293";"{type=Point, coordinates=[37.3528314654576, 55.8372526968826]}";
"1611";"«Отрадный пр.», Отрадный проезд (в центр)";"37.6072753329513";"55.853469559028";"Отрадный проезд";"Северо-Восточный административный округ";"район Отрадное";"А637";"Отрадный пр.";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717294";"{type=Point, coordinates=[37.607275363808, 55.853469190994]}";
"1612";"«Сигнальный пр., 35», Сигнальный проезд (от центра)";"37.6019433305201";"55.8516787398102";"Сигнальный проезд";"Северо-Восточный административный округ";"район Отрадное";"А154; А637; А238; А33";"Сигнальный пр., 35";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1717295";"{type=Point, coordinates=[37.6019433305201, 55.8516787398102]}";
"1613";"«Сигнальный пр.», Сигнальный проезд (в центр)";"37.5970041435076";"55.8492594185191";"Сигнальный проезд";"Северо-Восточный административный округ";"район Отрадное";"А154; А637; А238; А33";"Сигнальный пр.";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717296";"{type=Point, coordinates=[37.5970041435076, 55.8492594185191]}";
"1614";"«Метро Владыкино», Сигнальный проезд (в центр) (1)";"37.5895938353985";"55.8488910420457";"Сигнальный проезд";"Северо-Восточный административный округ";"район Отрадное";"А154; А238";"Метро Владыкино";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717297";"{type=Point, coordinates=[37.5895938353985, 55.8488910420457]}";
"1615";"«Гост. Восход», Сигнальный проезд (в центр)";"37.5830530991648";"55.8482564756575";"Сигнальный проезд";"Северо-Восточный административный округ";"район Отрадное";"А154; А238; А692";"Гост. Восход";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1717298";"{type=Point, coordinates=[37.5830530991648, 55.8482564756575]}";
"1616";"«Гост. Восход», Сигнальный проезд (от центра)";"37.5843717300633";"55.8481449389236";"Сигнальный проезд";"Северо-Восточный административный округ";"район Отрадное";"А154; А238";"Гост. Восход";"от центра";"нет";"";"активна";"1717299";"{type=Point, coordinates=[37.5843717300633, 55.8481449389236]}";
"1631";"«Крылатский мост», улица Нижние Мнёвники (от центра)";"37.4333733156269";"55.7498768562434";"улица Нижние Мнёвники";"Западный административный округ";"район Филёвский Парк";"А271; АТ19";"Крылатский мост";"от центра";"нет";"";"активна";"1717301";"{type=Point, coordinates=[37.4333733156269, 55.7498768562434]}";
"1632";"«Терехово», улица Нижние Мнёвники (от центра)";"37.4512899861459";"55.7505104054878";"улица Нижние Мнёвники";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"А271; АТ19";"Терехово";"от центра";"нет";"";"активна";"1717302";"{type=Point, coordinates=[37.4512899861459, 55.7505104054878]}";
"1633";"«Ул. Народного Ополчения», улица Народного Ополчения (от центра)";"37.4787589197507";"55.7765641329592";"улица Народного Ополчения";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Тб59; А39; А800";"Ул. Народного Ополчения";"от центра";"нет";"";"активна";"1717303";"{type=Point, coordinates=[37.4787589197507, 55.7765641329592]}";
